Author,Handle,Media URL,Reposts,Likes,Comments,Views,Post Link,Profile Link,Post,Date,Name,Retweets,Tweet URL,Post Body,Profile Lİnk
Brittany Sanders,@_BrittSanders,,,,2.0,,https://x.com/_BrittSanders,https://x.com/_BrittSanders,"Good morning, I trying to purchase tokens but its failing claiming that the meter number is incorrect. Kindly assist. Meter No: 04214904122.",21-Jun,,,,,
Mullah %,@mwaura24,,,,,,https://x.com/mwaura24,https://x.com/mwaura24,@KenyaPower_Care how do I update my token meter. I have no reset codes,21-Jun,,,,,
Yeee!..23!,@kihiko4real,,,2.0,1.0,,https://x.com/kihiko4real,https://x.com/kihiko4real,"Yow nimelipa token and the message is yet to come, 1hr late,...buana kwani nothing works in this godforsaken country

Meter no. 92105329996",21-Jun,,,,,
Beckylnne Linares,@BeckylnneL,,,1.0,3.0,,https://x.com/BeckylnneL,https://x.com/BeckylnneL,"I bought tokens since yesterday I have not received 
SFK53WN269 Confirmed. Ksh960.00 sent to KPLC PREPAID for account 37194645315 on 20/6/24 at 5:15 PM",21-Jun,,,,,
ace1,@aceof_shade,,,,,,https://x.com/aceof_shade,https://x.com/aceof_shade,@KenyaPower_Care  what the hell?? Surely hata tokens mnanyimana na sio free,21-Jun,,,,,
stano kipkisut,@stanokipkisut87,,,,1.0,,https://x.com/stanokipkisut87,https://x.com/stanokipkisut87,"I can't buy tokens, it is telling the account format is wrong yet it is correct.",21-Jun,,,,,
𝓘𝓽𝓪𝓵𝓚𝓲𝓫𝓮,@KibeLewis,,1.0,,1.0,,https://x.com/KibeLewis,https://x.com/KibeLewis,"have tried to buy tokens several times but all the replies I get are transactions failed, the system cannot complete your transaction!
Any assistance?",21-Jun,,,,,
Nelly Njoki,@NeelyKiks,,,,2.0,,https://x.com/NeelyKiks,https://x.com/NeelyKiks,"@KenyaPower_Care , I purchased some tokens yesterday and till now, there’s NOTHING from you. Have tried calling those numbers you post for us since yesterday, then a few minutes ago and still nothing. Can I get a reply?????",21-Jun,,,,,
Chingchilla Kevon,@chingchilla,,,,2.0,,https://x.com/chingchilla,https://x.com/chingchilla,@KenyaPower_Care not able to buy tokens meter 54601216192,21-Jun,,,,,
Lol,@NginaOkeyo,,,,1.0,,https://x.com/NginaOkeyo,https://x.com/NginaOkeyo,@KenyaPower_Care hello. I'm trying to buy tokens for prepaid and it's failing. Is the system ok? Account number 14 2285 9674 9,21-Jun,,,,,
Betty Njoka,@BettyNjoka,,,,1.0,,https://x.com/BettyNjoka,https://x.com/BettyNjoka,"Hello, kindly share the token number bought yesterday for 14245039798.",21-Jun,,,,,
Wain,@WainainaEu,,1.0,,,,https://x.com/WainainaEu,https://x.com/WainainaEu,"@KenyaPower_Care is your token system down, trying to buy tokens through 888880 and I'm getting transaction failed feedback.",21-Jun,,,,,
KIPSAM,@samkipyego,,,,,,https://x.com/samkipyego,https://x.com/samkipyego,"I bought tokens but haven't received either and am in darkness 
Meter no. 14106228498",21-Jun,,,,,
Baraka,@BTechSolutionKe,,,1.0,,,https://x.com/BTechSolutionKe,https://x.com/BTechSolutionKe,The codes have never been sent and I cant buy tokens,21-Jun,,,,,
Samuel Wanyoike,@SamuelW39756547,,,,,,https://x.com/SamuelW39756547,https://x.com/SamuelW39756547,Hi am having a challenge to buy tokens via mpesa. Keeps rejecting. Meter no 54601553172,21-Jun,,,,,
iaNte,@nk_ngash,,1.0,,2.0,,https://x.com/nk_ngash,https://x.com/nk_ngash,"@KenyaPower_Care I am unable to buy tokens. I keep getting this message. ""Transaction failed. The format of your account number is incorrect. Please check and try again with the correct format of your account number."" Kindly assist.",21-Jun,,,,,
Rodgers mulanda,@ambasirodgers,,,,2.0,,https://x.com/ambasirodgers,https://x.com/ambasirodgers,"@KenyaPower_Care send tokens

Confirmed. KES 70.00 sent to KPLC PREPAID (TOKENS) for account 37175662446 Ref 718952605948 21 Jun 2024 at 09:51 EAT charges 0.00 KES",21-Jun,,,,,
Samuu,@sammungai8,,,,,,https://x.com/sammungai8,https://x.com/sammungai8,"Trying to buy tokens, but I keep getting this, Transaction failed. The format of your account number is incorrect. Please check and try again with the correct format of your account number.",21-Jun,,,,,
kairetukanjeri,@wangarijoan,,,,1.0,,https://x.com/wangarijoan,https://x.com/wangarijoan,"@KenyaPower_Care The following tokens are blank and we don't have power kindly assist 
I have tried to call Customer care number and it's not going through 
54608178684
04220170700
04214872907
04214872121
54404006402",21-Jun,,,,,
Praise Mulanda,@hoseapraise1,,,,1.0,,https://x.com/hoseapraise1,https://x.com/hoseapraise1,"I am trying to add tokens to my account and it says wrong account number.
Metre number :14107106339",21-Jun,,,,,
tinakaggia,@tinakaggia,,,,1.0,,https://x.com/tinakaggia,https://x.com/tinakaggia,I haven't received any code and can't load tokens. Kindly check DM,21-Jun,,,,,
Antsamdaria,@antsamdaria,,,,1.0,,https://x.com/antsamdaria,https://x.com/antsamdaria,"@KenyaPower_Care i have tried to buy tokens, and it is not working, and your *977# is not working as well. Advice",21-Jun,,,,,
Real Mtetezi,@Real_Mtetezi,,,,1.0,,https://x.com/Real_Mtetezi,https://x.com/Real_Mtetezi,@KenyaPower_Care I am trying to purchase Token via Mpesa but Iam getting the error that Transaction failed. The format of your account number is incorrect. Please check and try again with the correct format of your account number..... Kindly Assist Asap,21-Jun,,,,,
Shadrack Kiseu,@skizeu,,,,1.0,,https://x.com/skizeu,https://x.com/skizeu,"@KenyaPower_Care when i try to load my tokens, this is the message i recirve",21-Jun,,,,,
Peter Theuri,@ptheuri81,,,,,,https://x.com/ptheuri81,https://x.com/ptheuri81,"Hello,

I bought tokens worth Sh500 yesterday, mtr no 14251672888 and have received no message back. My calls go unanswered and my DM. Kindly assist.",21-Jun,,,,,
Praise Mulanda,@hoseapraise1,,,,1.0,,https://x.com/hoseapraise1,https://x.com/hoseapraise1,Hello...I'm not able to buy tokens,21-Jun,,,,,
John Gacheru,@johngacheru35,,,,,,https://x.com/johngacheru35,https://x.com/johngacheru35,@KenyaPower_Care I am trying to buy tokens but I keep getting an error  below. Please assist,21-Jun,,,,,
Cuto Black,@Menercea,,,,3.0,,https://x.com/Menercea,https://x.com/Menercea,Why can't we buy tokens? The meter number is correct but the system fails.,21-Jun,,,,,
Carol Wairimu,@carolnjew23,,,,,,https://x.com/carolnjew23,https://x.com/carolnjew23,Havent received my tokens yet SFK03ZSB9O Confirmed. Ksh350.00 sent to KPLC PREPAID for account 14468018149 on 20/6/24 at 5:36 PM,21-Jun,,,,,
Mama Mali | Mishore,@mishore_,,,,1.0,,https://x.com/mishore_,https://x.com/mishore_,"My token gadget is not reading tokens just showing the error 0.00 even after changing batteries,  switching it off and back on and trying the code that was given to me please assist your lines are not going through.  Mtr:54606229588",21-Jun,,,,,
Ⓖⓔⓡⓐⓛⓓⓘⓝⓔ,@GeraldineAgnes_,,,,,,https://x.com/GeraldineAgnes_,https://x.com/GeraldineAgnes_,"Kindly check DM

I am not able to pay my tokens",21-Jun,,,,,
Joan Wairimu,@Jojowairimu6,,,,1.0,,https://x.com/Jojowairimu6,https://x.com/Jojowairimu6,"I bought tokens yesterday at around 6:20 until this moment i haven't received tokens, my token number is 14252991097 kindly assist.",21-Jun,,,,,
Kevin Ochieng,@koangura,,,,1.0,,https://x.com/koangura,https://x.com/koangura,"@KenyaPower_Care morning, bought tokens yesterday but but token came back less one digit, please assist",21-Jun,,,,,
Connie jay,@conniejay_cj,,,,1.0,,https://x.com/conniejay_cj,https://x.com/conniejay_cj,@KenyaPower_Care check dm kindly tokens hazijarudi,21-Jun,,,,,
Gachanja,@GachathiPeter,,,1.0,2.0,,https://x.com/GachathiPeter,https://x.com/GachathiPeter,"Hello,can't buy token for my  meter number 14240066622...what's up?",21-Jun,,,,,
Lemon,@lemon_lukee,,,,4.0,,https://x.com/lemon_lukee,https://x.com/lemon_lukee,Can you guys just respond to your dms! I can't buy tokens through the prepaid paybill number cause it says my accnt no. format is incorrect. Metre no. is 37167394131.,21-Jun,,,,,
kate mwangi,@katemwa43093318,,,,4.0,,https://x.com/katemwa43093318,https://x.com/katemwa43093318,Am buying tokens but I am getting a response that my meter number doesn't exist 04215389661,21-Jun,,,,,
Conductive Solutions,@conductivesoln,,,,2.0,,https://x.com/conductivesoln,https://x.com/conductivesoln,@KenyaPower_Care @KenyaPower Hi. Yesterday morning we bought tokens for Meter no. 37187424462 and up to now we are yet to receive the tokens. What's happening? Kindly assist.,21-Jun,,,,,
Ⓖⓔⓡⓐⓛⓓⓘⓝⓔ,@GeraldineAgnes_,,,,3.0,,https://x.com/GeraldineAgnes_,https://x.com/GeraldineAgnes_,Why is it rejecting me from buying tokens?The paybill isn't working,21-Jun,,,,,
Reuben Chege,@ReubenDev001,,,,,,https://x.com/ReubenDev001,https://x.com/ReubenDev001,I am yet to receive the codes and my tokens are being rejected.,21-Jun,,,,,
felo,@felo_tron,,,,5.0,,https://x.com/felo_tron,https://x.com/felo_tron,It's rejecting the tokens pls send the update codes,21-Jun,,,,,
Jepkorir Sharon,@JepkorirSharon2,,,,4.0,,https://x.com/JepkorirSharon2,https://x.com/JepkorirSharon2,"Mtr:37165539927
Token:3420-4212-3419-6342-653
Date:20-06-2024
Units:3.8
Amt:100.00
TknAmt:62.81
OtherCharges:37.19
For Details dial *977#

My token came late and also with one digit missing. It’s being rejected when I enter the digits. Kindly help",21-Jun,,,,,
@wanjaupeter,@wanjaupeter,,,1.0,1.0,,https://x.com/wanjaupeter4,https://x.com/wanjaupeter4,Have messaged you guys like 10 times no single reply .meter no 14252283891 is rejecting tokens.have bought token like 3 times but when i key in all of them are rejected since tuesday morning.send the reset codes,21-Jun,,,,,
Rune King,@TheLantean,,,1.0,1.0,,https://x.com/TheLantean,https://x.com/TheLantean,"Hi, I have not received my tokens since yesterday evening.",21-Jun,,,,,
Jeffxclusive,@DjJeffXclusive,,,,2.0,,https://x.com/DjJeffXclusive,https://x.com/DjJeffXclusive,"@KenyaPower_Care 
Hi, my meter has been rejecting tokens since yesterday, kindly assist. Meter no. 14104556320

Check DM as well.",21-Jun,,,,,
Lennox Peter,@Lennoxpeterseng,,1.0,,4.0,,https://x.com/Lennoxpeterseng,https://x.com/Lennoxpeterseng,"@KenyaPower_Care Hi. Bought tokens for account 54606408075 last night reference message
 CONFIRMED. KSh.100 paid to KPLC . Ref. 100613352824 .Equitel paybill
Have not received token yet",21-Jun,,,,,
Gatundu,@gatundu10,,,,1.0,,https://x.com/gatundu10,https://x.com/gatundu10,"I bought a token, and I was told the token machine is faulty how can I use same token to a different account number?",21-Jun,,,,,
Ctip,@Manerals,,,,,,https://x.com/Manerals,https://x.com/Manerals,"I've confirmed the tokens are okay , resent by one of your colleagues even",21-Jun,,,,,
Edible Delitz,@EdibleDelitz,,,,,,https://x.com/EdibleDelitz,https://x.com/EdibleDelitz,Are you experiencing issues with token issuage?,21-Jun,,,,,
Caroline Mirriell,@CMirriell,,,,,,https://x.com/CMirriell,https://x.com/CMirriell,"@KenyaPower_Care I bought tokens but I can't load them, they just reject , even the update codes. Please help",21-Jun,,,,,
Hamisi Zani,@TheZayne12,,,,,,https://x.com/TheZayne12,https://x.com/TheZayne12,"Good evening, I have tried purchasing token and all the times, I'm reminded it's failed. Need your help meter number: 22213474178",21-Jun,,,,,
Dave Ngungi,@DaveNgungi,,,,1.0,,https://x.com/DaveNgungi,https://x.com/DaveNgungi,"@KenyaPower_Care bought tokens but it keeps being rejected to top up , KPLC Account Number : 54602119346. Token: 7013-1479-5322-3906-4060 on 21-06-2024 09:06 AM. Receipt Number: RCT1718949928043. Amount KES 1000.  Units : 32.0",21-Jun,,,,,
Eliud Twist,@Twist_Eliud,,,,1.0,,https://x.com/Twist_Eliud,https://x.com/Twist_Eliud,Can I get any response in regards to my query on tokens not working meter No 14246460944,21-Jun,,,,,
Reuben Chege,@ReubenDev001,,,,,,https://x.com/ReubenDev001,https://x.com/ReubenDev001,"I am trying to load tokens but keeps on rejecting.   37207768120 this is my meter number

Please send me the codes for updating meter",21-Jun,,,,,
ferdinand,@ferdina21504881,,,,2.0,,https://x.com/ferdina21504881,https://x.com/ferdina21504881,Bought tokens since yesterday and havent recieved Ac no. 14140410243,21-Jun,,,,,
John Wachira,@wachiramaina161,,,,3.0,,https://x.com/wachiramaina161,https://x.com/wachiramaina161,Hello bought my tokens yesterday I have not received my tokens. My meter no is 14104621181,21-Jun,,,,,
gerald kimeu,@kimsnr2,,,,2.0,,https://x.com/kimsnr2,https://x.com/kimsnr2,"Am getting the error below while trying to buy tokens. Kindly help
""Transaction failed. The format of your account number is incorrect.  Please check and try again with the correct format of your account  number.""",21-Jun,,,,,
Mwaniki Kariuki,@MwanikiKariukii,,,,1.0,,https://x.com/MwanikiKariukii,https://x.com/MwanikiKariukii,"Hi. I bought tokens but loading it it's saying ""failed""
Mtr: 14403294367",21-Jun,,,,,
lordouko@gmail.com,@lordouko1,,,,1.0,,https://x.com/lordouko1,https://x.com/lordouko1,Tokens not going through for Meter 14284316388 since yesterday,21-Jun,,,,,
Caroline Maina,@CarolineMa60650,,,,,,https://x.com/CarolineMa60650,https://x.com/CarolineMa60650,I have been buying tokens but haven't received this codes of updating the meter,21-Jun,,,,,
Arara JR,@Arara_JR,,,,,,https://x.com/Arara_JR,https://x.com/Arara_JR,@KenyaPower_Care I bought tokens for Account Number 37170057907 yesterday. Check DM and resolve,21-Jun,,,,,
Don padre,@wuodobila,,,,1.0,,https://x.com/wuodobila,https://x.com/wuodobila,14420211899 I paid my token yesterday upto now I haven't received my message.,21-Jun,,,,,
Rune King,@TheLantean,,,1.0,1.0,,https://x.com/TheLantean,https://x.com/TheLantean,"Hi, I have not received my tokens since yesterday evening.",21-Jun,,,,,
Jeffxclusive,@DjJeffXclusive,,,,2.0,,https://x.com/DjJeffXclusive,https://x.com/DjJeffXclusive,"@KenyaPower_Care 
Hi, my meter has been rejecting tokens since yesterday, kindly assist. Meter no. 14104556320

Check DM as well.",21-Jun,,,,,
Lennox Peter,@Lennoxpeterseng,,1.0,,4.0,,https://x.com/Lennoxpeterseng,https://x.com/Lennoxpeterseng,"@KenyaPower_Care Hi. Bought tokens for account 54606408075 last night reference message
 CONFIRMED. KSh.100 paid to KPLC . Ref. 100613352824 .Equitel paybill
Have not received token yet",21-Jun,,,,,
Gatundu,@gatundu10,,,,1.0,,https://x.com/gatundu10,https://x.com/gatundu10,"I bought a token, and I was told the token machine is faulty how can I use same token to a different account number?",21-Jun,,,,,
Ctip,@Manerals,,,,,,https://x.com/Manerals,https://x.com/Manerals,"I've confirmed the tokens are okay , resent by one of your colleagues even",21-Jun,,,,,
Edible Delitz,@EdibleDelitz,,,,,,https://x.com/EdibleDelitz,https://x.com/EdibleDelitz,Are you experiencing issues with token issuage?,21-Jun,,,,,
Caroline Mirriell,@CMirriell,,,,,,https://x.com/CMirriell,https://x.com/CMirriell,"@KenyaPower_Care I bought tokens but I can't load them, they just reject , even the update codes. Please help",21-Jun,,,,,
Hamisi Zani,@TheZayne12,,,,,,https://x.com/TheZayne12,https://x.com/TheZayne12,"Good evening, I have tried purchasing token and all the times, I'm reminded it's failed. Need your help meter number: 22213474178",21-Jun,,,,,
Dave Ngungi,@DaveNgungi,,,,1.0,,https://x.com/DaveNgungi,https://x.com/DaveNgungi,"@KenyaPower_Care bought tokens but it keeps being rejected to top up , KPLC Account Number : 54602119346. Token: 7013-1479-5322-3906-4060 on 21-06-2024 09:06 AM. Receipt Number: RCT1718949928043. Amount KES 1000.  Units : 32.0",21-Jun,,,,,
Eliud Twist,@Twist_Eliud,,,,1.0,,https://x.com/Twist_Eliud,https://x.com/Twist_Eliud,Can I get any response in regards to my query on tokens not working meter No 14246460944,21-Jun,,,,,
Reuben Chege,@ReubenDev001,,,,,,https://x.com/ReubenDev001,https://x.com/ReubenDev001,"I am trying to load tokens but keeps on rejecting.   37207768120 this is my meter number

Please send me the codes for updating meter",21-Jun,,,,,
ferdinand,@ferdina21504881,,,,2.0,,https://x.com/ferdina21504881,https://x.com/ferdina21504881,Bought tokens since yesterday and havent recieved Ac no. 14140410243,21-Jun,,,,,
John Wachira,@wachiramaina161,,,,3.0,,https://x.com/wachiramaina161,https://x.com/wachiramaina161,Hello bought my tokens yesterday I have not received my tokens. My meter no is 14104621181,21-Jun,,,,,
gerald kimeu,@kimsnr2,,,,2.0,,https://x.com/kimsnr2,https://x.com/kimsnr2,"Am getting the error below while trying to buy tokens. Kindly help
""Transaction failed. The format of your account number is incorrect.  Please check and try again with the correct format of your account  number.""",21-Jun,,,,,
Mwaniki Kariuki,@MwanikiKariukii,,,,1.0,,https://x.com/MwanikiKariukii,https://x.com/MwanikiKariukii,"Hi. I bought tokens but loading it it's saying ""failed""
Mtr: 14403294367",21-Jun,,,,,
lordouko@gmail.com,@lordouko1,,,,1.0,,https://x.com/lordouko1,https://x.com/lordouko1,Tokens not going through for Meter 14284316388 since yesterday,21-Jun,,,,,
Caroline Maina,@CarolineMa60650,,,,,,https://x.com/CarolineMa60650,https://x.com/CarolineMa60650,I have been buying tokens but haven't received this codes of updating the meter,21-Jun,,,,,
Arara JR,@Arara_JR,,,,,,https://x.com/Arara_JR,https://x.com/Arara_JR,@KenyaPower_Care I bought tokens for Account Number 37170057907 yesterday. Check DM and resolve,21-Jun,,,,,
Don padre,@wuodobila,,,,1.0,,https://x.com/wuodobila,https://x.com/wuodobila,14420211899 I paid my token yesterday upto now I haven't received my message.,21-Jun,,,,,
